,batch_time,memalloc_Gb,memcache_Gb,max_memalloc_Gb,max_memcache_Gb
0,0.4367849826812744,0.832028672,6.143737856,5.94695424,6.143737856
1,0.4081130027770996,0.832028672,6.360006656,6.165863936,6.360006656
2,0.4139890670776367,0.832028672,6.360006656,6.165863936,6.360006656
3,0.4121856689453125,0.832028672,6.360006656,6.165863936,6.360006656
4,0.41388440132141113,0.832028672,6.360006656,6.165863936,6.360006656
5,0.4126424789428711,0.832028672,6.360006656,6.165863936,6.360006656
6,0.41368603706359863,0.832028672,6.360006656,6.165863936,6.360006656
7,0.4126472473144531,0.832028672,6.360006656,6.165863936,6.360006656
8,0.4117894172668457,0.832028672,6.360006656,6.165863936,6.360006656
9,0.41317224502563477,0.832028672,6.360006656,6.165863936,6.360006656
10,0.4110398292541504,0.832028672,6.360006656,6.165863936,6.360006656
11,0.41257572174072266,0.832028672,6.360006656,6.165863936,6.360006656
12,0.4098503589630127,0.716423168,6.360006656,6.165863936,6.360006656
13,0.4130439758300781,0.716423168,6.360006656,6.165863936,6.360006656
14,0.4121391773223877,0.716423168,6.360006656,6.165863936,6.360006656
15,0.41296935081481934,0.716423168,6.360006656,6.165863936,6.360006656
16,0.41164350509643555,0.716423168,6.360006656,6.165863936,6.360006656
17,0.41315531730651855,0.716423168,6.360006656,6.165863936,6.360006656
18,0.4120805263519287,0.716423168,6.360006656,6.165863936,6.360006656
19,0.4130122661590576,0.716423168,6.360006656,6.165863936,6.360006656
20,0.4111366271972656,0.716423168,6.360006656,6.165863936,6.360006656
21,0.41338109970092773,0.716423168,6.360006656,6.165863936,6.360006656
22,0.4115877151489258,0.716423168,6.360006656,6.165863936,6.360006656
23,0.41358447074890137,0.716423168,6.360006656,6.165863936,6.360006656
24,0.40856361389160156,0.716423168,6.360006656,6.165863936,6.360006656
25,0.41324353218078613,0.716423168,6.360006656,6.165863936,6.360006656
26,0.4141254425048828,0.716423168,6.360006656,6.165863936,6.360006656
27,0.41233038902282715,0.716423168,6.360006656,6.165863936,6.360006656
28,0.41461181640625,0.716423168,6.360006656,6.165863936,6.360006656
29,0.41456174850463867,0.716423168,6.360006656,6.165863936,6.360006656
30,0.4165341854095459,0.716423168,6.360006656,6.165863936,6.360006656
31,0.4163041114807129,0.716423168,6.360006656,6.165863936,6.360006656
32,0.41528916358947754,0.716423168,6.360006656,6.165863936,6.360006656
33,0.4156656265258789,0.716423168,6.360006656,6.165863936,6.360006656
34,0.41727709770202637,0.716423168,6.360006656,6.165863936,6.360006656
35,0.4155702590942383,0.716423168,6.360006656,6.165863936,6.360006656
36,0.4094574451446533,0.716423168,6.360006656,6.165863936,6.360006656
37,0.4172675609588623,0.716423168,6.360006656,6.165863936,6.360006656
38,0.41602182388305664,0.716423168,6.360006656,6.165863936,6.360006656
39,0.41680288314819336,0.716423168,6.360006656,6.165863936,6.360006656
40,0.41628193855285645,0.716423168,6.360006656,6.165863936,6.360006656
41,0.41710925102233887,0.716423168,6.360006656,6.165863936,6.360006656
42,0.4156839847564697,0.716423168,6.360006656,6.165863936,6.360006656
43,0.418215274810791,0.716423168,6.360006656,6.165863936,6.360006656
44,0.4162003993988037,0.716423168,6.360006656,6.165863936,6.360006656
45,0.4165036678314209,0.716423168,6.360006656,6.165863936,6.360006656
46,0.4155879020690918,0.716423168,6.360006656,6.165863936,6.360006656
47,0.4166390895843506,0.716423168,6.360006656,6.165863936,6.360006656
48,0.4063570499420166,0.716423168,6.360006656,6.165863936,6.360006656
49,0.4157528877258301,0.716423168,6.360006656,6.165863936,6.360006656
50,0.41532325744628906,0.716423168,6.360006656,6.165863936,6.360006656
51,0.41640424728393555,0.716423168,6.360006656,6.165863936,6.360006656
52,0.41474151611328125,0.716423168,6.360006656,6.165863936,6.360006656
53,0.4159824848175049,0.716423168,6.360006656,6.165863936,6.360006656
54,0.4143970012664795,0.716423168,6.360006656,6.165863936,6.360006656
55,0.41568922996520996,0.716423168,6.360006656,6.165863936,6.360006656
56,0.41411638259887695,0.716423168,6.360006656,6.165863936,6.360006656
57,0.4158024787902832,0.716423168,6.360006656,6.165863936,6.360006656
58,0.4146440029144287,0.716423168,6.360006656,6.165863936,6.360006656
59,0.4159054756164551,0.716423168,6.360006656,6.165863936,6.360006656
60,0.40882372856140137,0.716423168,6.360006656,6.165863936,6.360006656
61,0.41599583625793457,0.716423168,6.360006656,6.165863936,6.360006656
62,0.4156913757324219,0.716423168,6.360006656,6.165863936,6.360006656
63,0.41484594345092773,0.716423168,6.360006656,6.165863936,6.360006656
64,0.4159231185913086,0.716423168,6.360006656,6.165863936,6.360006656
65,0.41666555404663086,0.716423168,6.360006656,6.165863936,6.360006656
66,0.414794921875,0.716423168,6.360006656,6.165863936,6.360006656
67,0.41648125648498535,0.716423168,6.360006656,6.165863936,6.360006656
68,0.41626906394958496,0.716423168,6.360006656,6.165863936,6.360006656
69,0.4147322177886963,0.716423168,6.360006656,6.165863936,6.360006656
70,0.4161105155944824,0.716423168,6.360006656,6.165863936,6.360006656
71,0.41655635833740234,0.716423168,6.360006656,6.165863936,6.360006656
72,0.4075345993041992,0.716423168,6.360006656,6.165863936,6.360006656
73,0.41597843170166016,0.716423168,6.360006656,6.165863936,6.360006656
74,0.4144291877746582,0.716423168,6.360006656,6.165863936,6.360006656
75,0.4157223701477051,0.716423168,6.360006656,6.165863936,6.360006656
76,0.41430187225341797,0.716423168,6.360006656,6.165863936,6.360006656
77,0.41644883155822754,0.716423168,6.360006656,6.165863936,6.360006656
78,0.4146900177001953,0.716423168,6.360006656,6.165863936,6.360006656
79,0.41581177711486816,0.716423168,6.360006656,6.165863936,6.360006656
80,0.41481494903564453,0.716423168,6.360006656,6.165863936,6.360006656
81,0.41579174995422363,0.716423168,6.360006656,6.165863936,6.360006656
82,0.41482090950012207,0.716423168,6.360006656,6.165863936,6.360006656
83,0.4161813259124756,0.716423168,6.360006656,6.165863936,6.360006656
84,0.4092440605163574,0.716423168,6.360006656,6.165863936,6.360006656
85,0.41518354415893555,0.716423168,6.360006656,6.165863936,6.360006656
86,0.41610145568847656,0.716423168,6.360006656,6.165863936,6.360006656
87,0.414794921875,0.716423168,6.360006656,6.165863936,6.360006656
88,0.41623449325561523,0.716423168,6.360006656,6.165863936,6.360006656
89,0.41611814498901367,0.716423168,6.360006656,6.165863936,6.360006656
90,0.4167628288269043,0.716423168,6.360006656,6.165863936,6.360006656
91,0.41513919830322266,0.716423168,6.360006656,6.165863936,6.360006656
92,0.416384220123291,0.716423168,6.360006656,6.165863936,6.360006656
93,0.4152963161468506,0.716423168,6.360006656,6.165863936,6.360006656
94,0.4164764881134033,0.716423168,6.360006656,6.165863936,6.360006656
95,0.4149165153503418,0.716423168,6.360006656,6.165863936,6.360006656
96,0.4091157913208008,0.716423168,6.360006656,6.165863936,6.360006656
97,0.4149613380432129,0.716423168,6.360006656,6.165863936,6.360006656
98,0.41631388664245605,0.716423168,6.360006656,6.165863936,6.360006656
99,0.4152860641479492,0.716423168,6.360006656,6.165863936,6.360006656
100,0.41666388511657715,0.716423168,6.360006656,6.165863936,6.360006656
101,0.414719820022583,0.716423168,6.360006656,6.165863936,6.360006656
102,0.41614532470703125,0.716423168,6.360006656,6.165863936,6.360006656
103,0.4151468276977539,0.716423168,6.360006656,6.165863936,6.360006656
104,0.4161250591278076,0.716423168,6.360006656,6.165863936,6.360006656
105,0.41437411308288574,0.716423168,6.360006656,6.165863936,6.360006656
106,0.4167194366455078,0.716423168,6.360006656,6.165863936,6.360006656
107,0.41472387313842773,0.716423168,6.360006656,6.165863936,6.360006656
108,0.4092977046966553,0.716423168,6.360006656,6.165863936,6.360006656
109,0.41458892822265625,0.716423168,6.360006656,6.165863936,6.360006656
110,0.41585540771484375,0.716423168,6.360006656,6.165863936,6.360006656
111,0.4144749641418457,0.716423168,6.360006656,6.165863936,6.360006656
112,0.41547703742980957,0.716423168,6.360006656,6.165863936,6.360006656
113,0.41509270668029785,0.716423168,6.360006656,6.165863936,6.360006656
114,0.4153602123260498,0.716423168,6.360006656,6.165863936,6.360006656
115,0.41402411460876465,0.716423168,6.360006656,6.165863936,6.360006656
116,0.4158961772918701,0.716423168,6.360006656,6.165863936,6.360006656
117,0.4142787456512451,0.716423168,6.360006656,6.165863936,6.360006656
118,0.4160130023956299,0.716423168,6.360006656,6.165863936,6.360006656
119,0.41492724418640137,0.716423168,6.360006656,6.165863936,6.360006656
120,0.40854763984680176,0.716423168,6.360006656,6.165863936,6.360006656
121,0.41672492027282715,0.716423168,6.360006656,6.165863936,6.360006656
122,0.4157102108001709,0.716423168,6.360006656,6.165863936,6.360006656
123,0.41521501541137695,0.716423168,6.360006656,6.165863936,6.360006656
124,0.4154171943664551,0.716423168,6.360006656,6.165863936,6.360006656
125,0.4156341552734375,0.716423168,6.360006656,6.165863936,6.360006656
126,0.4143412113189697,0.716423168,6.360006656,6.165863936,6.360006656
127,0.4155423641204834,0.716423168,6.360006656,6.165863936,6.360006656
128,0.4152519702911377,0.716423168,6.360006656,6.165863936,6.360006656
129,0.4154489040374756,0.716423168,6.360006656,6.165863936,6.360006656
130,0.41463184356689453,0.716423168,6.360006656,6.165863936,6.360006656
131,0.4152085781097412,0.716423168,6.360006656,6.165863936,6.360006656
132,0.4087953567504883,0.716423168,6.360006656,6.165863936,6.360006656
133,0.4142448902130127,0.716423168,6.360006656,6.165863936,6.360006656
134,0.41608667373657227,0.716423168,6.360006656,6.165863936,6.360006656
135,0.41437435150146484,0.716423168,6.360006656,6.165863936,6.360006656
136,0.4160277843475342,0.716423168,6.360006656,6.165863936,6.360006656
137,0.4138815402984619,0.716423168,6.360006656,6.165863936,6.360006656
138,0.41631388664245605,0.716423168,6.360006656,6.165863936,6.360006656
139,0.41417574882507324,0.716423168,6.360006656,6.165863936,6.360006656
140,0.4160006046295166,0.716423168,6.360006656,6.165863936,6.360006656
141,0.4156765937805176,0.716423168,6.360006656,6.165863936,6.360006656
142,0.415541410446167,0.716423168,6.360006656,6.165863936,6.360006656
143,0.41420602798461914,0.716423168,6.360006656,6.165863936,6.360006656
144,0.4073066711425781,0.716423168,6.360006656,6.165863936,6.360006656
145,0.41493868827819824,0.716423168,6.360006656,6.165863936,6.360006656
146,0.41701316833496094,0.716423168,6.360006656,6.165863936,6.360006656
147,0.41434741020202637,0.716423168,6.360006656,6.165863936,6.360006656
148,0.4156613349914551,0.716423168,6.360006656,6.165863936,6.360006656
149,0.41515398025512695,0.716423168,6.360006656,6.165863936,6.360006656
150,0.41460347175598145,0.716423168,6.360006656,6.165863936,6.360006656
151,0.41521143913269043,0.716423168,6.360006656,6.165863936,6.360006656
152,0.4151461124420166,0.716423168,6.360006656,6.165863936,6.360006656
153,0.4150657653808594,0.716423168,6.360006656,6.165863936,6.360006656
154,0.41506338119506836,0.716423168,6.360006656,6.165863936,6.360006656
155,0.4154396057128906,0.716423168,6.360006656,6.165863936,6.360006656
156,0.4079556465148926,0.716423168,6.360006656,6.165863936,6.360006656
157,0.4157886505126953,0.716423168,6.360006656,6.165863936,6.360006656
158,0.4136831760406494,0.716423168,6.360006656,6.165863936,6.360006656
159,0.4155845642089844,0.716423168,6.360006656,6.165863936,6.360006656
160,0.4146766662597656,0.716423168,6.360006656,6.165863936,6.360006656
161,0.4154064655303955,0.716423168,6.360006656,6.165863936,6.360006656
162,0.4143974781036377,0.716423168,6.360006656,6.165863936,6.360006656
163,0.4162626266479492,0.716423168,6.360006656,6.165863936,6.360006656
164,0.4139270782470703,0.716423168,6.360006656,6.165863936,6.360006656
165,0.4166116714477539,0.716423168,6.360006656,6.165863936,6.360006656
166,0.41347575187683105,0.716423168,6.360006656,6.165863936,6.360006656
167,0.41571998596191406,0.716423168,6.360006656,6.165863936,6.360006656
168,0.40853333473205566,0.716423168,6.360006656,6.165863936,6.360006656
169,0.4149589538574219,0.716423168,6.360006656,6.165863936,6.360006656
170,0.4147334098815918,0.716423168,6.360006656,6.165863936,6.360006656
171,0.4166090488433838,0.716423168,6.360006656,6.165863936,6.360006656
172,0.41248345375061035,0.716423168,6.360006656,6.165863936,6.360006656
173,0.41634511947631836,0.716423168,6.360006656,6.165863936,6.360006656
174,0.41574621200561523,0.716423168,6.360006656,6.165863936,6.360006656
175,0.4158189296722412,0.716423168,6.360006656,6.165863936,6.360006656
176,0.4153158664703369,0.716423168,6.360006656,6.165863936,6.360006656
177,0.4151268005371094,0.716423168,6.360006656,6.165863936,6.360006656
178,0.4136228561401367,0.716423168,6.360006656,6.165863936,6.360006656
179,0.4154226779937744,0.716423168,6.360006656,6.165863936,6.360006656
